"groupId","catalogId","status","reviewAction","candidateCount","profileCount","profiles","providers","confidenceLevels","highestReviewConfidenceScore","deferredFromNextBatch","makam","form","usul","title","composer","priorityGroup","decisionReason","decisionReviewedAt","decisionReviewedBy"
"mahur--sarki--aksak--muptelayim_hayli--kemenceci_usta_yani:review-group","mahur--sarki--aksak--muptelayim_hayli--kemenceci_usta_yani","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Aksak","Muptelayim Hayli","Kemenceci Usta Yani","pdf-and-musicxml","","",""
"mahur--sarki--aksak--olmusum_divane--komurcuzade:review-group","mahur--sarki--aksak--olmusum_divane--komurcuzade","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Aksak","Olmusum Divane","Komurcuzade","pdf-and-musicxml","","",""
"mahur--sarki--aksak--sana_layik_mi--dede_efendi:review-group","mahur--sarki--aksak--sana_layik_mi--dede_efendi","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Aksak","Sana Layik Mi","Dede Efendi","pdf-and-musicxml","","",""
"mahur--sarki--aksak--servinazi_seyret--rahmi_bey:review-group","mahur--sarki--aksak--servinazi_seyret--rahmi_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Aksak","Servinazi Seyret","Rahmi Bey","pdf-and-musicxml","","",""
"mahur--sarki--aksak--sevda_seline--neveser_kokdes:review-group","mahur--sarki--aksak--sevda_seline--neveser_kokdes","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Aksak","Sevda Seline","Neveser Kokdes","pdf-and-musicxml","","",""
"mahur--sarki--aksak--su_guzele--semseddin_ziya_bey:review-group","mahur--sarki--aksak--su_guzele--semseddin_ziya_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Aksak","Su Guzele","Semseddin Ziya Bey","pdf-and-musicxml","","",""
"mahur--sarki--aksak--ver_saki--refik_fersan:review-group","mahur--sarki--aksak--ver_saki--refik_fersan","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Aksak","Ver Saki","Refik Fersan","pdf-and-musicxml","","",""
"mahur--sarki--aksak--yeniden_eski--ismail_baha_surelsan:review-group","mahur--sarki--aksak--yeniden_eski--ismail_baha_surelsan","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Aksak","Yeniden Eski","İsmail Baha Surelsan","pdf-and-musicxml","","",""
"mahur--sarki--curcuna--askinla_harab--emin_ongan:review-group","mahur--sarki--curcuna--askinla_harab--emin_ongan","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Curcuna","Askinla Harab","Emin Ongan","pdf-and-musicxml","","",""
"mahur--sarki--curcuna--beni_ister--ali_rifat_cagatay:review-group","mahur--sarki--curcuna--beni_ister--ali_rifat_cagatay","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Curcuna","Beni İster","Ali Rifat Cagatay","pdf-and-musicxml","","",""
"mahur--sarki--curcuna--bir_gulsene--munir_nurettin_selcuk:review-group","mahur--sarki--curcuna--bir_gulsene--munir_nurettin_selcuk","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Curcuna","Bir Gulsene","Munir Nurettin Selcuk","pdf-and-musicxml","","",""
"mahur--sarki--curcuna--gittin_gideli--nuri_halil_poyraz:review-group","mahur--sarki--curcuna--gittin_gideli--nuri_halil_poyraz","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Curcuna","Gittin Gideli","Nuri Halil Poyraz","pdf-and-musicxml","","",""
"mahur--sarki--curcuna--gucendim_ben--muhlis_sabahaddin_ezgi:review-group","mahur--sarki--curcuna--gucendim_ben--muhlis_sabahaddin_ezgi","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Curcuna","Gucendim Ben","Muhlis Sabahaddin Ezgi","pdf-and-musicxml","","",""
"mahur--sarki--curcuna--sakiz_hanim--bahadir_akkuzu:review-group","mahur--sarki--curcuna--sakiz_hanim--bahadir_akkuzu","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Curcuna","Sakiz Hanim","Bahadir Akkuzu","pdf-and-musicxml","","",""
"mahur--sarki--curcuna--yuce_dagdan--selahaddin_pinar:review-group","mahur--sarki--curcuna--yuce_dagdan--selahaddin_pinar","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Curcuna","Yuce Dagdan","Selahaddin Pinar","pdf-and-musicxml","","",""
"mahur--sarki--curcuna--zahiri_hale--haci_arif_bey:review-group","mahur--sarki--curcuna--zahiri_hale--haci_arif_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Curcuna","Zahiri Hale","Haci Arif Bey","pdf-and-musicxml","","",""
"mahur--sarki--duyek--ay_dogar--sadettin_kaynak:review-group","mahur--sarki--duyek--ay_dogar--sadettin_kaynak","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","Ay Dogar","Sadettin Kaynak","pdf-and-musicxml","","",""
"mahur--sarki--duyek--ayrilik_ruzgari--kamuran_yarkin:review-group","mahur--sarki--duyek--ayrilik_ruzgari--kamuran_yarkin","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","Ayrilik Ruzgari","Kamuran Yarkin","pdf-and-musicxml","","",""
"mahur--sarki--duyek--ben_guzele--sadettin_kaynak:review-group","mahur--sarki--duyek--ben_guzele--sadettin_kaynak","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","Ben Guzele","Sadettin Kaynak","pdf-and-musicxml","","",""
"mahur--sarki--duyek--bu_sevda--sukru_senozan:review-group","mahur--sarki--duyek--bu_sevda--sukru_senozan","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","Bu Sevda","Sukru Senozan","pdf-and-musicxml","","",""
"mahur--sarki--duyek--bu_son_sarkimda--muzaffer_ilkar:review-group","mahur--sarki--duyek--bu_son_sarkimda--muzaffer_ilkar","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","Bu Son Sarkimda","Muzaffer İlkar","pdf-and-musicxml","","",""
"mahur--sarki--duyek--butun_dunyaya--ali_rifat_cagatay:review-group","mahur--sarki--duyek--butun_dunyaya--ali_rifat_cagatay","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","Butun Dunyaya","Ali Rifat Cagatay","pdf-and-musicxml","","",""
"mahur--sarki--duyek--dudagimda_acan--erol_sayan:review-group","mahur--sarki--duyek--dudagimda_acan--erol_sayan","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","Dudagimda Acan","Erol Sayan","pdf-and-musicxml","","",""
"mahur--sarki--duyek--gul_mevsimi--tanburi_mustafa_cavus:review-group","mahur--sarki--duyek--gul_mevsimi--tanburi_mustafa_cavus","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","Gul Mevsimi","Tanburi Mustafa Cavus","pdf-and-musicxml","","",""
"mahur--sarki--duyek--hosgeldin_elimize--sadettin_kaynak:review-group","mahur--sarki--duyek--hosgeldin_elimize--sadettin_kaynak","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","Hosgeldin Elimize","Sadettin Kaynak","pdf-and-musicxml","","",""
"mahur--sarki--duyek--ipek_saclarin--sadettin_kaynak:review-group","mahur--sarki--duyek--ipek_saclarin--sadettin_kaynak","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","İpek Saclarin","Sadettin Kaynak","pdf-and-musicxml","","",""
"mahur--sarki--duyek--kadehin_dudagimda--rustu_eric:review-group","mahur--sarki--duyek--kadehin_dudagimda--rustu_eric","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","Kadehin Dudagimda","Rustu Eric","pdf-and-musicxml","","",""
"mahur--sarki--duyek--olsa_da_hos--sadettin_kaynak:review-group","mahur--sarki--duyek--olsa_da_hos--sadettin_kaynak","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","Olsa Da Hos","Sadettin Kaynak","pdf-and-musicxml","","",""
"mahur--sarki--duyek--petek_petek--erol_sayan:review-group","mahur--sarki--duyek--petek_petek--erol_sayan","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","Petek Petek","Erol Sayan","pdf-and-musicxml","","",""
"mahur--sarki--duyek--saba_tarf-i--enderunlu_hafiz_husnu_efendi:review-group","mahur--sarki--duyek--saba_tarf-i--enderunlu_hafiz_husnu_efendi","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","Saba Tarf İ","Enderunlu Hafiz Husnu Efendi","pdf-and-musicxml","","",""
"mahur--sarki--duyek--seb-i_vuslat--nasibin_mehmet_yuru:review-group","mahur--sarki--duyek--seb-i_vuslat--nasibin_mehmet_yuru","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","Seb İ Vuslat","Nasibin Mehmet Yuru","pdf-and-musicxml","","",""
"mahur--sarki--duyek--sen_ol--erol_sayan:review-group","mahur--sarki--duyek--sen_ol--erol_sayan","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","Sen Ol","Erol Sayan","pdf-and-musicxml","","",""
"mahur--sarki--duyek--senle_durmak--kanuni_haci_arif_bey:review-group","mahur--sarki--duyek--senle_durmak--kanuni_haci_arif_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Duyek","Senle Durmak","Kanuni Haci Arif Bey","pdf-and-musicxml","","",""
"mahur--sarki--evfer--kalbimdeki_amal-i--muallim_ismail_hakki_bey:review-group","mahur--sarki--evfer--kalbimdeki_amal-i--muallim_ismail_hakki_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Evfer","Kalbimdeki Amal İ","Muallim İsmail Hakki Bey","pdf-and-musicxml","","",""
"mahur--sarki--evsat--sabah_olsun--ibrahim_aga:review-group","mahur--sarki--evsat--sabah_olsun--ibrahim_aga","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Evsat","Sabah Olsun","İbrahim Aga","pdf-and-musicxml","","",""
"mahur--sarki--kapali_curcuna--esir_ettin--rahmi_bey:review-group","mahur--sarki--kapali_curcuna--esir_ettin--rahmi_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Kapali Curcuna","Esir Ettin","Rahmi Bey","pdf-and-musicxml","","",""
"mahur--sarki--musemmen--aman_saki--lemi_atli:review-group","mahur--sarki--musemmen--aman_saki--lemi_atli","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Musemmen","Aman Saki","Lemi Atli","pdf-and-musicxml","","",""
"mahur--sarki--musemmen--gosterip_agyare--haci_arif_bey:review-group","mahur--sarki--musemmen--gosterip_agyare--haci_arif_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Musemmen","Gosterip Agyare","Haci Arif Bey","pdf-and-musicxml","","",""
"mahur--sarki--nimsofyan--cek_kuregi_guzelim--arif_sami_toker:review-group","mahur--sarki--nimsofyan--cek_kuregi_guzelim--arif_sami_toker","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Nimsofyan","Cek Kuregi Guzelim","Arif Sami Toker","pdf-and-musicxml","","",""
"mahur--sarki--nimsofyan--hadi_canim--selahattin_icli:review-group","mahur--sarki--nimsofyan--hadi_canim--selahattin_icli","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Nimsofyan","Hadi Canim","Selahattin İcli","pdf-and-musicxml","","",""
"mahur--sarki--nimsofyan--otomobil_ucar--munir_nurettin_selcuk:review-group","mahur--sarki--nimsofyan--otomobil_ucar--munir_nurettin_selcuk","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Nimsofyan","Otomobil Ucar","Munir Nurettin Selcuk","pdf-and-musicxml","","",""
"mahur--sarki--raksaksagi--gokte_benim--refik_fersan:review-group","mahur--sarki--raksaksagi--gokte_benim--refik_fersan","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Raksaksagi","Gokte Benim","Refik Fersan","pdf-and-musicxml","","",""
"mahur--sarki--sarkidevrirevani--ben_neler--zekai_dede:review-group","mahur--sarki--sarkidevrirevani--ben_neler--zekai_dede","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Sarkidevrirevani","Ben Neler","Zekai Dede","pdf-and-musicxml","","",""
"mahur--sarki--sarkidevrirevani--zevki_coktur--sakir_aga:review-group","mahur--sarki--sarkidevrirevani--zevki_coktur--sakir_aga","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Sarkidevrirevani","Zevki Coktur","Sakir Aga","pdf-and-musicxml","","",""
"mahur--sarki--semai--asika_bagdat--munir_nurettin_selcuk:review-group","mahur--sarki--semai--asika_bagdat--munir_nurettin_selcuk","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Semai","Asika Bagdat","Munir Nurettin Selcuk","pdf-and-musicxml","","",""
"mahur--sarki--semai--sarkimi_senin--irfan_ozbakir:review-group","mahur--sarki--semai--sarkimi_senin--irfan_ozbakir","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Semai","Sarkimi Senin","İrfan Ozbakir","pdf-and-musicxml","","",""
"mahur--sarki--senginsemai--bir_nese--refik_fersan:review-group","mahur--sarki--senginsemai--bir_nese--refik_fersan","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Senginsemai","Bir Nese","Refik Fersan","pdf-and-musicxml","","",""
"mahur--sarki--senginsemai--gel_bir--selanikli_ahmed_bey:review-group","mahur--sarki--senginsemai--gel_bir--selanikli_ahmed_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Senginsemai","Gel Bir","Selanikli Ahmed Bey","pdf-and-musicxml","","",""
"mahur--sarki--senginsemai--hala_kanayan--yorgo_bacanos:review-group","mahur--sarki--senginsemai--hala_kanayan--yorgo_bacanos","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Senginsemai","Hala Kanayan","Yorgo Bacanos","pdf-and-musicxml","","",""
"mahur--sarki--sofyan--gordum_bugun--dede_efendi:review-group","mahur--sarki--sofyan--gordum_bugun--dede_efendi","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Sofyan","Gordum Bugun","Dede Efendi","pdf-and-musicxml","","",""
"mahur--sarki--sofyan--ne_dogan--munir_nurettin_selcuk:review-group","mahur--sarki--sofyan--ne_dogan--munir_nurettin_selcuk","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sarki","Sofyan","Ne Dogan","Munir Nurettin Selcuk","pdf-and-musicxml","","",""
"mahur--sazsemaisi--aksaksemai--bahar_1--goksel_baktagir:review-group","mahur--sazsemaisi--aksaksemai--bahar_1--goksel_baktagir","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Sazsemaisi","Aksaksemai","Bahar 1","Goksel Baktagir","pdf-and-musicxml","","",""
"mahur--seyir--sofyan--1--erol_bingol:review-group","mahur--seyir--sofyan--1--erol_bingol","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Seyir","Sofyan","1","Erol Bingol","pdf-and-musicxml","","",""
"mahur--seyir--sofyan--1--sefik_gurmeric:review-group","mahur--seyir--sofyan--1--sefik_gurmeric","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Seyir","Sofyan","1","Sefik Gurmeric","pdf-and-musicxml","","",""
"mahur--tavsanca--aksak--aldi_aklim--ii_mahmud:review-group","mahur--tavsanca--aksak--aldi_aklim--ii_mahmud","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Tavsanca","Aksak","Aldi Aklim","İi Mahmud","pdf-and-musicxml","","",""
"mahur--tavsanca--aksak--nazar_etti--tanburi_mustafa_cavus:review-group","mahur--tavsanca--aksak--nazar_etti--tanburi_mustafa_cavus","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Tavsanca","Aksak","Nazar Etti","Tanburi Mustafa Cavus","pdf-and-musicxml","","",""
"mahur--tavsanca--duyek--ne_ararsam--iii_selim:review-group","mahur--tavsanca--duyek--ne_ararsam--iii_selim","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Tavsanca","Duyek","Ne Ararsam","İii Selim","pdf-and-musicxml","","",""
"mahur--turku--aksak--setiremin_dugmeleri--istanbul:review-group","mahur--turku--aksak--setiremin_dugmeleri--istanbul","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Turku","Aksak","Setiremin Dugmeleri","İstanbul","pdf-and-musicxml","","",""
"mahur--turku--iki-bir--felek_sen--abdullah_balak:review-group","mahur--turku--iki-bir--felek_sen--abdullah_balak","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Turku","İki Bir","Felek Sen","Abdullah Balak","pdf-and-musicxml","","",""
"mahur--turku--kapali_curcuna--meclisinde_mail--adiyaman:review-group","mahur--turku--kapali_curcuna--meclisinde_mail--adiyaman","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Turku","Kapali Curcuna","Meclisinde Mail","Adiyaman","pdf-and-musicxml","","",""
"mahur--turku--sofyan--beyoglunda_gezersin--pirincci_riza_bey:review-group","mahur--turku--sofyan--beyoglunda_gezersin--pirincci_riza_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Turku","Sofyan","Beyoglunda Gezersin","Pirincci Riza Bey","pdf-and-musicxml","","",""
"mahur--turku--sofyan--niksarin_fidanlari--tokat:review-group","mahur--turku--sofyan--niksarin_fidanlari--tokat","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Turku","Sofyan","Niksarin Fidanlari","Tokat","pdf-and-musicxml","","",""
"mahur--yuruksemai--yuruksemai--beni_cun--ebubekir_aga:review-group","mahur--yuruksemai--yuruksemai--beni_cun--ebubekir_aga","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Yuruksemai","Yuruksemai","Beni Cun","Ebubekir Aga","pdf-and-musicxml","","",""
"mahur--yuruksemai--yuruksemai--yine_zevrak-i--dede_efendi:review-group","mahur--yuruksemai--yuruksemai--yine_zevrak-i--dede_efendi","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Yuruksemai","Yuruksemai","Yine Zevrak İ","Dede Efendi","pdf-and-musicxml","","",""
"mahur--zeybek--aydin--kirpigine_surme--refik_fersan:review-group","mahur--zeybek--aydin--kirpigine_surme--refik_fersan","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahur","Zeybek","Aydin","Kirpigine Surme","Refik Fersan","pdf-and-musicxml","","",""
"mahurbuselik--kupe--aksak--ey_gozu--ahmet_avni_konuk:review-group","mahurbuselik--kupe--aksak--ey_gozu--ahmet_avni_konuk","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Mahurbuselik","Kupe","Aksak","Ey Gozu","Ahmet Avni Konuk","pdf-and-musicxml","","",""
"maveraunnehr--kupe--devrirevan--alem-i--ahmet_avni_konuk:review-group","maveraunnehr--kupe--devrirevan--alem-i--ahmet_avni_konuk","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Maveraunnehr","Kupe","Devrirevan","Alem İ","Ahmet Avni Konuk","pdf-and-musicxml","","",""
"muhayyer--beste--darbifetih--hengam-i_safadir--zekai_dede:review-group","muhayyer--beste--darbifetih--hengam-i_safadir--zekai_dede","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Muhayyer","Beste","Darbifetih","Hengam İ Safadir","Zekai Dede","pdf-and-musicxml","","",""
"muhayyer--beste--muhammes--derd-i_hicrana--tosunzade_abdullah_efendi:review-group","muhayyer--beste--muhammes--derd-i_hicrana--tosunzade_abdullah_efendi","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Muhayyer","Beste","Muhammes","Derd İ Hicrana","Tosunzade Abdullah Efendi","pdf-and-musicxml","","",""
"muhayyer--bozlak--serbest--havayi_da--asaf_guven:review-group","muhayyer--bozlak--serbest--havayi_da--asaf_guven","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Muhayyer","Bozlak","Serbest","Havayi Da","Asaf Guven","pdf-and-musicxml","","",""
"muhayyer--kupe--duyek--nideyim--ahmet_avni_konuk:review-group","muhayyer--kupe--duyek--nideyim--ahmet_avni_konuk","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Muhayyer","Kupe","Duyek","Nideyim","Ahmet Avni Konuk","pdf-and-musicxml","","",""
"muhayyer--murabba--agircenber--vakt-i_subh--hafiz_post:review-group","muhayyer--murabba--agircenber--vakt-i_subh--hafiz_post","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Muhayyer","Murabba","Agircenber","Vakt İ Subh","Hafiz Post","pdf-and-musicxml","","",""
"muhayyer--sarki--agiraksak--sana_gul--nuri_halil_poyraz:review-group","muhayyer--sarki--agiraksak--sana_gul--nuri_halil_poyraz","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Muhayyer","Sarki","Agiraksak","Sana Gul","Nuri Halil Poyraz","pdf-and-musicxml","","",""
"muhayyer--sarki--aksak--acep_bulbul--bulbuli_salih_efendi:review-group","muhayyer--sarki--aksak--acep_bulbul--bulbuli_salih_efendi","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Muhayyer","Sarki","Aksak","Acep Bulbul","Bulbuli Salih Efendi","pdf-and-musicxml","","",""
"muhayyer--sarki--aksak--aglamaktan_dideden--rifat_bey:review-group","muhayyer--sarki--aksak--aglamaktan_dideden--rifat_bey","needs-review","review-provider-candidates","5","5","divanmakam|internet-archive|ogm-materyal|salihbora|youtube","archive|score|youtube","low|medium","94","false","Muhayyer","Sarki","Aksak","Aglamaktan Dideden","Rifat Bey","pdf-and-musicxml","","",""
